actorID,actorName,ranking
7985,Cheryl Lee Morrison,20
7986,Jarion Monroe,17
7987,Jerry Carlton,13
7988,Ralph Peduto,21
7989,Sam Horrigan,23
7990,Syd Walker,19
7991,Wil Albert,10
7992,Anastasia Sharp,5
7993,Ara Celi,7
7994,Arthur C. Stone,11
7995,Brooke Webster,12
7996,Danielia Falcon,13
7997,Donnie Jarman,8
7998,Elspeth Kydd,14
7999,George LePorte,9
8000,Guinevere Turner,1
8001,Jennifer Allen,15
8002,Mary Garvey,16
8003,Michael Maguire,6
8004,Migdalia Melendez,4
8005,Mimi Weddell,17
8006,Polly W. Le Porte,10
8007,T. Wendy McMillan,3
8008,Tracy Kimme,18
8009,V.S. Brodie,2
8010,Colin Friels,1
8011,Dambuza Mdledle,17
8012,Daphne Greenwood,18
8013,David Phetoe,14
8014,Diana Rigg,7
8015,Jackie Mofokeng,9
8016,Jeremy Crutchley,19
8017,Joanne Whalley,2
8018,Joanne Whalley-Kilmer,20
8019,Lillian Dube,21
8020,Patrick Mynhardt,13
8021,Sarah-Jane Fenton,6
8022,Sophie Mgcina,12
8023,Thapelo Mofokeng,15
8024,Themba Ndaba,10
8025,John Kapelos,17
8026,Tom Quinn,24
8027,Don Johnson,2
8028,Anthony Sherwood,22
8029,Harvey Atkin,11
8030,Lili Francks,16
8031,Lynn Stalmaster,23
8032,Lynne Cormack,15
8033,Melanie Nicholls-King,26
8034,Rebecca De Mornay,1
8035,Robert Kennedy,27
8036,Stuart Aikins,25
8037,Tom Butler,14
8038,Tom McCamus,19
8039,Bussaro Sanruck,34
8040,Chitra Mojtabai,18
8041,Conchata Ferrell,8
8042,Dave Cooper,26
8043,Debbie Reynolds,5
8044,Dr. Haing S. Ngor,3
8045,Haing S. Ngor,35
8046,Hiep Thi Le,4
8047,Irene Ng,32
8048,Keith Smith,25
8049,Khiem Thai,36
8050,Lan Nguyen Calderon,37
8051,Liem Whatley,10
8052,Mai Le Ho,31
8053,Marianne Muellerleile,19
8054,Michael Lee,33
8055,Stephen Polk,20
8056,Supak Pititam,38
8057,Tai Thai,23
8058,Thuan K. Nguyen,39
8059,Thuan Le,40
8060,Tuan Tran,27
8061,Vivian Wu,6
8062,Scott Reeves,25
8063,Alice Gruenberg,41
8064,Ben Lemon,20
8065,Bob Vila,31
8066,Buck McDancer,36
8067,Charlie Sheen,1
8068,Chi-Muoi Lo,21
8069,Christopher Lindsay,35
8070,Clyde Kusatsu,11
8071,Corey Rand,24
8072,Dan Jessee,33
8073,David Wohl,32
8074,Dian Kobayashi,43
8075,Ed Beheler,10
8076,Gerald Okamura,22
8077,Jane Butenoff,39
8078,Jay Koch,19
8079,J.D. DeKranis,40
8080,Jerry Haleva,8
8081,Joseph V. Perry,23
8082,Judy Kahan,17
8083,Keith Woulard,38
8084,Kelly Connell,14
8085,Larry Lindsey,47
8086,Louise Yaffe,44
8087,Mark Steen,28
8088,Michael Colyar,12
8089,Nancy Abrahams,9
8090,Norm Compton,13
8091,Oz Tortora,30
8092,Rosemary Johnston,42
8093,Ryan Stiles,29
8094,Tony Edwards,15
8095,Glenn Quinn,8
8096,Laila Robins,4
8097,Lora Zane,5
8098,Colm Meaney,3
8099,David Lloyd Meredith,11
8100,Garfield Morgan,8
8101,Hugh Vaughn,12
8102,Jack Walters,13
8103,Robert Blythe,7
8104,Robert Elson,10
8105,Carlos Rodríguez,19
8106,Denys Hawthorne,16
8107,Fran Fullenwider,22
8108,Frank Baker,25
8109,Jan Niklas,8
8110,Lone Lindorff,17
8111,Mamie Gummer,26
8112,Maria Conchita Alonso,6
8113,Martin Umbach,21
8114,Miguel Guilherme,23
8115,Miriam Colon,12
8116,Pedro Efe,15
8117,Steve Mason,24
8118,Teri Polo,11
8119,Vivian Reis,18
8120,Christopher Martin,22
8121,Anthony Johnson,14
8122,Angela Means,4
8123,Christopher Reid,23
8124,"Christopher ""Kid"" Reid",1
8125,"Christopher ""Play"" Martin",2
8126,Daniel Gardner,11
8127,David Edwards,3
8128,Gilbert Gottfried,12
8129,Immature,24
8130,Jimmy Woodard,18
8131,Ketty Lester,6
8132,Khandi Alexander,9
8133,Lisa 'Left Eye' Lopes,27
8134,Mayah McCoy,19
8135,Roy Fegan,10
8136,Rozonda 'Chilli' Thomas,25
8137,Tionne 'T-Boz' Watkins,26
8138,Vanessa Hampton,13
8139,Yvette Wilson,17
8140,David Gould,35
8141,Dick Sasso,24
8142,Donna Isaacson,44
8143,Ed Lillard,48
8144,Ernest Sarracino,23
8145,Gary Allen,12
8146,Jerome Dempsey,17
8147,Jim True,6
8148,Jim True-Frost,51
8149,John Lyons,43
8150,John Scanlan,25
8151,John Seitz,9
8152,Nelson George,34
8153,Pat Cranshaw,41
8154,Paul Newman,3
8155,Philip Loch,49
8156,Richard Whiting,38
8157,Roy Brocksmith,13
8158,Thom Noble,36
8159,Tom Toner,39
8160,William Duff-Griffin,19
8161,Patrick Cassidy,41
8162,Amy Brooks,11
8163,Angela Alvarado,9
8164,Anita Barone,33
8165,Arvie Lowe Jr.,19
8166,D.J. Dellos,14
8167,Jeb Brown,7
8168,Joe Malone,21
8169,Joel Thurm,40
8170,Joely Richardson,5
8171,John D. Schofield,31
8172,Jose Payo,35
8173,Justine Arlin,10
8174,Ken Page,26
8175,Paula Herold,37
8176,Peter Kwong,18
8177,Ron Perkins,36
8178,Tricia Leigh Fisher,15
8179,Vicki Lewis,42
8180,Wittni Wright,43
8181,Art LaFleur,21
8182,Fabiana Udenio,8
8183,Keith Coogan,10
8184,Lynn Whitfield,6
8185,Matthew Walker,16
8186,Maurice Sherbanee,13
8187,Paul Mooney,18
8188,Ryan Cutrona,11
8189,Tom Villard,15
8190,Alan Toy,34
8191,Bob Schott,31
8192,Donna Hamilton,35
8193,Elsa Raven,29
8194,Gregory Alan Williams,33
8195,Jim Curley,8
8196,Lawrence Lowe,25
8197,Michael Kirk,41
8198,Richard G. Camphuis,17
8199,Rick Hurst,22
8200,Robert Peters,40
8201,Sally Hughes,9
8202,Walt MacPherson,26
8203,Philip Davis,16
8204,Philip King,60
8205,Alan Barry,14
8206,Anthony Brophy,58
8207,Beatie Edney,6
8208,Bosco Hogan,13
8209,Brenda Swanson,36
8210,Daniel Massey,12
8211,Darren McHugh,26
8212,Don Baker,10
8213,Fiona Daly,54
8214,Frank Harper,9
8215,Gary Hudson,43
8216,George Shannon,57
8217,Jamie Harris,59
8218,Jan-Michael Vincent,38
8219,Jer O'Leary,31
8220,Joe Jeffers,53
8221,Joe McPartland,27
8222,John Benfield,7
8223,Jonathan Ryan,34
8224,Julian Walsh,50
8225,Lawrence Hilton-Jacobs,42
8226,Liam O'Callaghan,30
8227,Lou Castel,15
8228,Michelle Moffett,28
8229,Nuala Moiselle,51
8230,Oliver Maguire,24
8231,Patsy Pollock,44
8232,Paul Raynor,33
8233,Paul Savage,45
8234,Penny Peyser,32
8235,Peter Campbell,47
8236,Richard Graham,21
8237,Robert Sampson,35
8238,Ronan Wilmot,41
8239,Stanley Townsend,37
8240,Tony Denham,17
8241,Adrienne-Joi Johnson,14
8242,A.J. Johnson,13
8243,Glynn E. Turman,4
8244,Glynn Turman,15
8245,Markus Redmond,16
8246,Perry Moore,12
8247,Reggie Mc Fadden,11
8248,Suzzanne Douglass,17
8249,Michael Smith,65
8250,Barry O'Neill,32
8251,Chi,10
8252,Cora Lee Day,16
8253,Daniel Allan Carlin,43
8254,Daniel McDonald,26
8255,Eartha Robinson,48
8256,Gregory Russell Cook,15
8257,Helen Brown,11
8258,Herb Muller,31
8259,Jacqueline Woolsey,42
8260,James Ralston,33
8261,James Reyne,34
8262,Kate Lanier,60
8263,Kenny Moore,29
8264,Lorna Scott,56
8265,Morris O'Connor,45
8266,Natalie Wilson,52
8267,Owen Bush,12
8268,Page Moseley,30
8269,Pamela Tyson,7
8270,Patricia Sill,51
8271,Rae'Ven Larrymore Kelly,9
8272,Richard B. Livingston,62
8273,Richard Stay,63
8274,Robert Miranda,27
8275,Rudolph Willrich,41
8276,Scott Irish,21
8277,Sharon Kane,44
8278,Shavar Ross,36
8279,Sherman Augustus,46
8280,Sonia Hensley,19
8281,Sparkle,38
8282,Staci Lords,25
8283,Summer Rose,35
8284,Terrence Evans,61
8285,Terrence Riggins,59
8286,Tina Turner,39
8287,Virginia Capers,13
8288,Walter Davis,64
8289,Adrian Ricard,29
8290,Andrew Bilgore,9
8291,Audrey Morgan,25
8292,Blanche Rubin,31
8293,Chris Stacy,32
8294,Cu Ba Nguyen,26
8295,Cynthia Steele,35
8296,Ernie Banks,8
8297,Hal Fishman,15
8298,Jason Beghe,4
8299,Jodie Markell,22
8300,Kathy Hartsell,18
8301,Lisa Passero,27
8302,Marcus Giamatti,17
8303,Reginald Ballard,38
8304,Richard McGregor,23
8305,Rob Weiss,36
8306,Robbi Chong,12
8307,Terri Ivens,19
8308,Doug Wert,15
8309,Erik Schrody,25
8310,Eugene Williams,16
8311,Galyn Gorg,12
8312,Lauren Robinson,22
8313,Mark Phelan,14
8314,Michael DeLorenzo,26
8315,Michael Wiseman,7
8316,Relioues Webb,19
8317,Sean O'Grady,23
8318,Stuart M. Abramson,18
8319,Ariana Richards,8
8320,Bob Peck,5
8321,Greg Burson,12
8322,Jerry Molen,15
8323,Laura Dern,2
8324,Richard Attenborough,4
8325,Richard Kiley,11
8326,Wayne Knight,10
8327,Whitby Hertford,14
8328,Catherine Larson,12
8329,David Duchovny,3
8330,David Milford,19
8331,Eric Stenson,20
8332,"Gregory ""Mars"" Martin",6
8333,Judson Vaughn,7
8334,Lois Hall,10
8335,Mary Ann Hagen,21
8336,Meredith Brasher,18
8337,Pat Golden,15
8338,Sierra Pecheur,5
8339,David Thompson,17
8340,Bruce Ramsay,5
8341,Cecilia Peck,10
8342,Gary Kemp,4
8343,George Hernandez (I),18
8344,Gerard Bonn,12
8345,Gian-Carlo Scandiuzzi,9
8346,Kario Salem,6
8347,Kimberly Beck,11
8348,Raymond Martin,16
8349,Ron Hyatt,14
8350,Adrien Brody,8
8351,Cameron Boyd,9
8352,Chris Samples,10
8353,Don Richard,22
8354,Geraldine Fitzgerald,19
8355,Jesse Zeigler,25
8356,John Durbin,15
8357,Karen Allen,4
8358,Kristin Griffith,20
8359,Lauryn Hill,16
8360,Lisa Eichhorn,3
8361,Mak Takano,23
8362,Remak Ramsay,21
8363,Ron Vawter,14
8364,Brittany Boyd,4
8365,Charlie Hofheimer,8
8366,Clayton Barclay Jones,9
8367,Gretchen Rennell,15
8368,Helen Slater,2
8369,Jordan Young,14
8370,Lassie the Dog,12
8371,Richard Farnsworth,6
8372,Tom Guiry,1
8373,Yvonne Brisendine,10
8374,Tony Curtis,39
8375,Adam Ant,19
8376,Angie Everhart,43
8377,Anna Navarro,40
8378,Art Carney,4
8379,Charles Dance,7
8380,Christopher Connelly,44
8381,Frank McRae,5
8382,James Cameron,21
8383,John Finnegan,29
8384,Mercedes Ruehl,10
8385,Michael Vincente Gazzo,31
8386,Mike Muscat,34
8387,Morgan Brittany,20
8388,Nick Dimitri,27
8389,Prof. Toru Tanaka,12
8390,Rick Ducommun,28
8391,Robert Patrick,17
8392,Tony Danza,25
8393,Tori Spelling,37
8394,Anaysha Figueroa,16
8395,Ann Lawrence,36
8396,Christina Vidal,2
8397,Cyndi Lauper,4
8398,Eve Crawford,14
8399,Frances Chaney,13
8400,Frank Crudele,38
8401,Heather MacRae,22
8402,Jerry Lawler,21
8403,Jessica Wilson,33
8404,Kate Burton,11
8405,Mandy Patinkin,25
8406,Marcell Rosenblatt,26
8407,Michael Rupert,41
8408,Ralph Small,27
8409,Robin Byrd,12
8410,Sean Power,42
8411,Stephen Bogardus,40
8412,Tony Hendra,20
8413,Beverly D'Angelo,3
8414,Ben Cooper,12
8415,Bob Sorenson,20
8416,Ed Adams,9
8417,Gus Mercurio,14
8418,Kevin O'Morrison,16
8419,Larry Sellers,19
8420,Max Cullen,8
8421,Paul Blott,10
8422,Paul Hogan,1
8423,Roger Daltrey,6
8424,Sandy Ward,21
8425,Steven Schwartz-Hartley,18
8426,Charlene Fernetz,21
8427,David Bowe,10
8428,Frances Bergen,9
8429,Jeffrey Joseph,18
8430,Lu Leonard,13
8431,Mel Stewart,16
8432,Nia Long,4
8433,Paul Rodriguez,5
8434,Phyllis Avery,8
8435,Rawley Valverde,17
8436,Shaun Levy,22
8437,Brenda Strong,22
8438,David Candreva,13
8439,Debrah Farentino,17
8440,George C. Scott,5
8441,Ken Cheeseman,14
8442,Patricia Dunnock,24
8443,Paula Plum,21
8444,Sara Melson,19
8445,Tom Kemp,25
8446,Michael Currie,9
8447,Bobby Roger Poirier,21
8448,Edmond Genest,19
8449,Jack De Mave,11
8450,Margaret Whitton,3
8451,Michael DeLuise,8
8452,Robert Hitt,13
8453,Stanja Lowe,20
8454,William Meisle,15
8455,Jerry Adler,5
8456,George Mason,20
8457,John Costello,25
8458,Joy Behar,6
8459,Linda Taylor,21
8460,Marge Redmond,17
8461,Melanie Norris,27
8462,William Addy,26
8463,Yanni Sfinias,23
8464,Zach Braff,24
8465,Mike Kelly,29
8466,Yo-Yo,21
8467,Arnold Johnson,17
8468,Bill Duke,9
8469,Christopher M. Brown,11
8470,Eugene Lee,22
8471,Julian Roy Doster,13
8472,June Kyoto Lu,31
8473,Marilyn Coleman,12
8474,Nancy Cheryl Davis,25
8475,Robert Gonzales,14
8476,Saafir,30
8477,Tony Valentino,20
8478,Toshi Toda,27
8479,Tyrin Turner,1
8480,Vonte Sweet,3
8481,Juan Fernández,14
8482,David Suchet,28
8483,James Victor,30
8484,Joe Cook,43
8485,John Hardy,35
8486,Joseph Makkar,38
8487,Ken Jenkins,37
8488,Len Cariou,11
8489,Maggie Egan,13
8490,Marla Maples,21
8491,Nicholas Pryor,25
8492,Nick Jameson,36
8493,Oliver Platt,5
8494,Stanley Grover,15
8495,Todd Jeffries,18
8496,Warren Munson,39
8497,Akiko Koyama,6
8498,Aoi Nakajima,3
8499,Eiko Matsuda,1
8500,Meika Seri,5
8501,Naomi Shiraishi,8
8502,Taiji Tonoyama,7
8503,Tatsuya Fuji,2
8504,Yasuko Matsui,4
8505,Karen Silas,3
8506,Karen Sillas,1
8507,Tommy Noonan,4
8508,Alex Lowe,18
8509,Alex Scott,19
8510,Andy Hockley,16
8511,Ben Elton,11
8512,Jimmy Yuill,15
8513,Kate Beckinsale,8
8514,Baha Jackson,14
8515,Barry Neikrug,27
8516,Bill Moseley,25
8517,Carrie Frazier,38
8518,Dana Lee,20
8519,Deryn Warren,34
8520,Dinah Lenney,39
8521,Irene Tsu,33
8522,Joyce Guy,36
8523,Kelli Williams,31
8524,Lena Olin,2
8525,Mark Lowenthal,23
8526,Peter Jurasik,16
8527,Peter Vogt,42
8528,Sal Lopez,22
8529,Scott Thomson,30
8530,Shani Ginsberg,37
8531,Thomas Mikal Ford,10
8532,Tom Irwin,4
8533,Angela Hall,17
8534,Arabella Field,15
8535,Bruce Kirby,7
8536,Bruce MacVittie,23
8537,Jessica Harper,18
8538,Joe Paparone,26
8539,John Christopher Jones,19
8540,Mary Louise Wilson,31
8541,Renee Lippin,21
8542,Adam Bryant,13
8543,Danielle Spencer,22
8544,Dr. Toad,30
8545,Eva Gholson,29
8546,Jessica Myerson,19
8547,Joe Bellan,12
8548,Juliette Marshall,16
8549,Lisa Jakub,5
8550,Mara Wilson,7
8551,Martin Mull,24
8552,Matthew Lawrence,6
8553,Rick Overton,21
8554,Scott Capurro,10
8555,Sydney Walker,31
8556,Terence McGovern,32
8557,Claire Skinner,5
8558,David Foxxe,11
8559,Deborah MacLaren,8
8560,Elizabeth Berrington,15
8561,Ewen Bremner,16
8562,Gina McKee,9
8563,Greg Cruttwell,4
8564,Lesley Sharpe,18
8565,Mike Leigh,10
8566,Peter Wight,6
8567,Peter Whitman,14
8568,Robert Putt,12
8569,Susan Vidler,7
8570,Annette Miller,12
8571,Brian Smiar,14
8572,Constance Towers,4
8573,Eugene Boles,15
8574,Fred Fontana,8
8575,Gustave Johnson,16
8576,Hilary Swank,2
8577,James Ishida,10
8578,Michael Cavalieri,7
8579,Pat Morita,21
8580,Rodney Kageyama,11
8581,Seth Sakai,13
8582,Steven Mark Friedman,18
8583,Tom O'Brien,20
8584,Walton Goggins,9
8585,Adam West,16
8586,Assumpta Serna,22
8587,Jeff Weston,23
8588,Jonathan Hadary,5
8589,Judy Davis,2
8590,Kimberley Kates,18
8591,Lily Mariye,20
8592,Mary Kane,25
8593,Maureen Mueller,10
8594,Patricia Heaton,6
8595,Paula Marshall,9
8596,Rachel Rosenthal,13
8597,Sandra Seacat,14
8598,Scott Layne,19
8599,Tanya Pohlkotte,11
8600,Kevin Dillon,4
8601,Brandon Burke,10
8602,David Argue,9
8603,Jack Shepherd,6
8604,Jim Richards,15
8605,Russell Kiefel,12
8606,Tom Laughlin,13
8607,Alan Zweibel,47
8608,Alana Austin,56
8609,Alexander Godunov,15
8610,Bill Moores,49
8611,Brian Levinson,38
8612,Chad Allen,21
8613,Darwyn Carson,26
8614,Elijah Wood,1
8615,Faith Ford,16
8616,Fritz Sperberg,42
8617,George Kee Cheung,28
8618,Glenn Kubota,37
8619,Glenn Walker Harris Jr.,35
8620,John Ritter,17
8621,Julia Louis-Dreyfus,9
8622,Jussie Smollett,41
8623,Kelly McGillis,14
8624,Kelly Shenefiel,51
8625,Keone Young,19
8626,Kim Delgado,29
8627,Lillias White,44
8628,Lola Pashalinski,50
8629,Marc Shaiman,46
8630,Matthew Arkin,22
8631,Matthew McCurley,4
8632,Mitchell Group,33
8633,Peg Shirley,52
8634,Reba McEntire,13
8635,Richard Belzer,6
8636,Sarah Martineck,48
8637,Teddy Bergman,23
8638,Tony T. Johnson,36
8639,Barbara Hicks,13
8640,Charlotte Valandrey,5
8641,Dudley Sutton,10
8642,Elaine Banham,25
8643,Jerome Willis,16
8644,Jimmy Somerville,9
8645,John Bott,24
8646,John Byrne,23
8647,John Grillo,11
8648,Kathryn Hunter,21
8649,Mary McLeod Bethune,15
8650,Ned Sherrin,19
8651,Peter Eyre,8
8652,Sarah Crowden,17
8653,Thom Hoffman,14
8654,Tilda Swinton,1
8655,Connie Cooper,16
8656,Craig Hosking,27
8657,Dennis Letts,31
8658,Ed Geldart,22
8659,Gary Moody,40
8660,James Jeter,30
8661,James W. Gavin,21
8662,Jennifer Griffin,10
8663,John Hussey,28
8664,John M. Jackson,29
8665,Keith Szarabajka,5
8666,Kevin Jamal Woods,43
8667,Leo Burmeister,6
8668,Leo Burmester,44
8669,Lucy Lee Flippin,18
8670,Marco Perella,34
8671,Margaret Bowman,14
8672,Marietta Marich,32
8673,Mark Voges,37
8674,Paul Hewitt,7
8675,Phyllis Huffman,41
8676,T.J. Lowther,4
8677,Tony Frank,20
8678,Vernon Grote,24
8679,Buzz Kilman,33
8680,Charles Glenn,15
8681,Daniel Chapman,11
8682,David Drake,14
8683,Dodie Demme,43
8684,Gary Goetzman,40
8685,Gene Borkan,29
8686,Ira Flitter,45
8687,James B. Howard,32
8688,Jane Moore,46
8689,Jim Roche,36
8690,Jordan Cael,30
8691,"Julius ""Dr. J"" Erving",27
8692,Kathryn Witt,26
8693,Kenneth Utt,41
8694,Lauren Roselli,21
8695,Lewis Walker,38
8696,Lisa Summerour,51
8697,Lucas Platt,49
8698,Obba Babatundé,28
8699,Paul Moore,52
8700,Randy Aaron Fink,44
8701,Robert Ridgely,50
8702,Robert W. Castle,10
8703,Stephanie Roth,37
8704,Tony Fitzpatrick,31
8705,Warren Miller,19
8706,Alison Barrett,18
8707,Anna Paquin,4
8708,Bruce Allpress,14
8709,Diana Rowan,10
8710,Eru Potaka-Dewes,21
8711,Genevieve Lemon,6
8712,George Boyle,17
8713,Greg Johnson,11
8714,Jon Brazier,15
8715,Julian Lee,9
8716,Karen Colston,7
8717,Peter Dennett,8
8718,Tungia Baker,22
8719,Dedrick D. Gobert,18
8720,Denney Pierce,25
8721,James Deeth,15
8722,Janet Jackson,1
8723,Keith Washington,11
8724,Kimberly Brooks,30
8725,Kirk Kinder,21
8726,Maia Campbell,32
8727,Mark Miller,33
8728,Miki Howard,10
8729,Norma Donaldson,16
8730,Q-Tip,8
8731,Rose Weaver,27
8732,Special K. McCray,23
8733,Susan Falcon,17
8734,Tyra Ferrell,5
8735,Abraham Benrubi,6
8736,Bo Schembechler,22
8737,Chris Berman,12
8738,Ernest Dixon,13
8739,George Nannerello,19
8740,George Rogers,27
8741,J. Leon II Pridgen,10
8742,Jim Fyfe,16
8743,John Bennes,11
8744,Jon Maynard Pennell,8
8745,Jon Pennell,28
8746,Lynn Swann,24
8747,Robert D. Raiford,21
8748,Andrew Robinson,21
8749,Benji Thall,31
8750,Dale Harimoto,15
8751,Don James,16
8752,Donna Garrett,14
8753,Elizabeth Sung,30
8754,Eric Briant Wells,24
8755,Eric Thal,2
8756,Fabio Urena,27
8757,Gerry Bamman,9
8758,J.Marvin Campbell,12
8759,John C. Cooke,29
8760,K.T. Vogt,22
8761,Todd Bryant,11
8762,Tom Mason,18
8763,William Wellman Jr.,23
8764,Anita Morris,13
8765,Barry Bell,17
8766,Billy Barty,16
8767,Bo Hopkins,51
8768,Brian Benben,1
8769,Candy Clark,19
8770,D. Anthony Pender,38
8771,Dave Hager,27
8772,Ellen Albertini Dow,23
8773,Gary Kroeger,31
8774,George Burns,4
8775,Harold Bergman,45
8776,Jack Sheldon,41
8777,Jeffrey Pillars,39
8778,Jennifer Dundas,24
8779,Mark Fincannon,48
8780,Mark Jeffrey Miller,35
8781,Mark Joy,28
8782,Mary Boucher,18
8783,Pam Stone,42
8784,Randell Haynes,46
8785,Robert C. Treveiler,54
8786,Robert Walden,43
8787,Rosalie Joseph,50
8788,Rosemary Clooney,20
8789,Tammy Lauren,32
8790,Wilbur Fitzgerald,26
8791,Richard Blackburn,20
8792,Scott Walker,35
8793,Caroline Yeager,19
8794,Cecilley Carroll,30
8795,Charles Kerr,12
8796,Chas Lawther,13
8797,Derek Keurvost,24
8798,Edward Saxon,22
8799,Ellie Raab,16
8800,Jim Turner,17
8801,J.K. Simmons,34
8802,Marilyn Stonehouse,26
8803,Max Piersig,29
8804,Robert J. Steinmiller Jr.,4
8805,Robert Collins,31
8806,Ron Gabriel,32
8807,Stephen Hunter,11
8808,Tony Craig,10
8809,Abigail Harrison,31
8810,Brigitte Kahn,14
8811,Caroline Hunt,20
8812,Celestia Fox,30
8813,Christopher Brown,27
8814,Emma Lewis,28
8815,Frank Shelley,29
8816,Ian Redford,15
8817,James Fox,3
8818,Jeffry Wickham,25
8819,Jo Kendall,23
8820,Joanna Joseph,33
8821,Lena Headey,13
8822,Patrick Godfrey,9
8823,Paul Copley,11
8824,Paula Jacobs,21
8825,Peter Cellier,10
8826,Peter Halliday,19
8827,Pip Torrens,16
8828,Roger McKern,34
8829,Terence Bayler,18
8830,Tim Pigott-Smith,8
8831,Tony Aitken,26
8832,Paul Abbott,21
8833,Cliff Robertson,4
8834,Isabella Hofmann,16
8835,Jim Ochs,18
8836,Khalil Kain,9
8837,Nat Mauldin,20
8838,Peter Simmons,10
8839,Stacey Dash,6
8840,Alexandra Powers,25
8841,Amy Hill,20
8842,Carl A. McGee,22
8843,Fumio Demura,17
8844,Joey Miyashima,24
8845,Keith Hickles,37
8846,Kevin Anderson,5
8847,Max Kirishima,32
8848,Michael Chapman,30
8849,Michael Leopard,35
8850,Nelson Mashita,21
8851,Shelley Michelle,23
8852,Tadashi Yamashita,33
8853,Tak Kubota,34
8854,Tatjana Patitz,12
8855,Tony Ganios,18
8856,Monica Parker,21
8857,Ann Tucker,24
8858,Gabriel Barre,14
8859,James Bigwood,25
8860,Marshall Erwin Efron,15
8861,Michael Goodwin,16
8862,Norbert Weisser,13
8863,Traci Lind,10
8864,Robert DoQui,6
8865,Ken Jones,22
8866,Alex Van,45
8867,Beth Burns,39
8868,Bruce Locke,8
8869,Curtis Taylor,33
8870,David de Vries,15
8871,Diane Butler,14
8872,Doug Yasuda,36
8873,Eddie Billups,11
8874,Edith Ivey,19
8875,Eva La Rue,23
8876,Jeff Garlin,17
8877,Jodi Long,21
8878,John Castle,4
8879,John Nesci,40
8880,John Posey,29
8881,Ken Strong,32
8882,Lonnie R. Smith,38
8883,Mario Machado,26
8884,Mark Gordon,43
8885,Nancy Allen,2
8886,Randy Randolph,30
8887,Remy Ryan,7
8888,Ron Leggett,24
8889,S.D. Nemeth,46
8890,Shane Black,37
8891,Steve Jacobs,20
8892,Dick Van Patten,12
8893,Brian George,22
8894,Chase Masterson,28
8895,Corbin Allred,16
8896,Dave Chappelle,5
8897,Don Hesser,24
8898,Don Lewis,43
8899,Eric Allan Kramer,9
8900,Herman Poppe,32
8901,James Van Patten,39
8902,Laurie Main,27
8903,Lindsay Chag,49
8904,Malcom Danare,20
8905,Patrick Brymer,18
8906,Patrick Valenzuela,38
8907,Peter Pitofsky,31
8908,Robert Noble,30
8909,Roger Rees,3
8910,RONNY GRAHAM,47
8911,Tony Tanner,37
8912,Gary Hope,17
8913,James Murtaugh,20
8914,Julia Migenes,19
8915,Larry Joshua,8
8916,Neal Jones,18
8917,Paul Butler,9
8918,Roy Scheider,5
8919,Ann Morell,9
8920,Daniel Pollock,2
8921,Don Bridges,12
8922,Jacqueline McKenzie,3
8923,James McKenna,7
8924,John Brumpton,11
8925,John Raaen,10
8926,Leigh Russell,5
8927,Neil Foster,8
8928,Tony Lee,13
8929,Allison Dean,4
8930,Andy Anderson,9
8931,Bentley Mitchum,3
8932,Bobby Barnes,7
8933,Dorothy Lyman,5
8934,George Clark,10
8935,Judy Courtney,6
8936,Sharon M. Lewis,8
8937,Todd Field,2
8938,Chris Olson,17
8939,Chris Reed,18
8940,Diana James,16
8941,Jason Miller,5
8942,Johanna Ray,26
8943,John Duda,15
8944,Kevin Thomas,21
8945,Lorenzo Clemons,13
8946,Mary Ann Thebus,20
8947,Michael Sassone,24
8948,Ron de Roxtra,14
8949,Scott Benjaminson,8
8950,Sean Grennan,23
8951,Terri Zarodnick,22
8952,Allison Mackie,27
8953,Bahni Turpin,28
8954,Damon Chandler,9
8955,Evelyn Solann,18
8956,Harry Ellington,31
8957,Joe Seneca,6
8958,Louis Williams,30
8959,Mansoor Najeeullah,15
8960,Mark Lotito,13
8961,Ralph Hughes,32
8962,Reuben Schafer,33
8963,Robert Beatty,34
8964,Rosaleen Linehan,12
8965,Carlos Lopez III,16
8966,Claude Winter,5
8967,Clémentine Célarié,8
8968,Cyril Collard,1
8969,Jean-Christophe Bouvet,10
8970,Jean-Jacques Jauffret,11
8971,Laura Favali,9
8972,Maria Schneider,7
8973,Marine Delterme,12
8974,Nella Banfi,13
8975,Olivier Pajot,14
8976,René-Marc Bini,6
8977,Romanw Bohringer,15
8978,Mark Ivanir,35
8979,Elina Löwensohn,13
8980,Adam Siemion,24
8981,Agnieszka Kruk,11
8982,Anna Mucha,17
8983,August Schmölzer,20
8984,Beata Paluch,39
8985,Beatrice Macola,15
8986,Bettina Kupfer,50
8987,Branko Lustig,41
8988,Erwin Leder,12
8989,Eugeniusz Priwieziencew,40
8990,Ezra Dagan,32
8991,Frederick von Thun,25
8992,Fritz Fleischhacker,42
8993,Georges Kern,49
8994,Hans Michael Rehberg,53
8995,Henryk Bista,30
8996,Jacek Wojcicki,28
8997,Jeremy Flynn,33
8998,Jerzy Nowak,38
8999,Jochen Nickel,18
9000,Jonathan Sagall,5
9001,Leopold Kozlowski,36
9002,Lucky Englander,43
9003,Ludger Pistor,52
9004,Maciej Kozlowski,37
9005,Maciej Winkler,27
9006,Malgoscha Gebel,34
9007,Martin Bergmann,7
9008,Martin Semmelrogge,22
9009,Michael Schneider,21
9010,Olaf Lubaszenko,14
9011,Osman Ragheb,19
9012,Peter Flechtner,8
