rottenTomatoesID,movieTitle,rtAllCriticsRating,rtAllCriticsNumReviews,rtTopCriticsRating,rtTopCriticsNumReviews,rtAudienceRating,rtAudienceNumRatings
2650,jakob_the_liar,4.7,71,4.9,22,3.2,3128
2651,mumford,5.9,76,6.7,21,3.2,1155
2652,dog_park,4.5,24,4.6,5,2.7,600
2653,1093738-guinevere,6.8,33,7.9,8,3,490
2654,adventures_of_elmo_in_grouchland,6.7,42,6.3,11,3.2,1136
2655,simon_sez,1.9,18,2.4,5,2.2,603
2656,,0,0,0,0,0,0
2657,mystery_alaska,4.9,78,5.1,26,3.2,4196
2658,three_kings,7.8,126,7.5,28,3.3,21498
2659,happy_texas,6.7,50,7.4,11,3.1,1535
2660,new_rose_hotel,4.2,16,0,2,2.9,682
2661,,4.7,27,4.4,7,3.3,1388
2662,1092147-romance,5.1,31,5.2,8,3,1725
2663,napoleon_and_samantha,0,3,0,0,0,0
2664,alvarez_kelly,0,3,0,0,0,0
2665,and_the_ship_sails_on,6.8,9,0,2,0,0
2666,dark_half,5.8,17,0,3,3,2007
2667,1009027-gullivers_travels,6.6,10,0,0,0,0
2668,monkey_shines,5.4,26,5.4,5,2.9,1393
2669,phantasm,6.2,35,0,3,3.4,4777
2670,,3.1,9,0,0,0,0
2671,psycho_3,5.2,17,0,4,2.6,2593
2672,singin_in_the_rain,9.2,44,8.8,9,3.9,28033
2673,sanjuro,8.3,15,0,1,4.2,4523
2674,random_hearts,4,87,4.1,26,2.7,2118
2675,1093874-superstar,4.5,72,4.1,21,2.9,11034
2676,boys_dont_cry,7.9,73,7.9,22,3.7,16491
2677,l_ennui,5.5,13,0,2,3,60
2678,,0,0,0,0,0,0
2679,limey,7.4,79,7.7,24,3.6,4089
2680,mating_habits_of_the_earthbound_human,4.3,12,0,1,3.5,709
2681,haunting_of_molly_hartley,2.9,34,3.8,8,2.6,18564
2682,1017641-risky_business,7.4,43,7.7,6,3.2,11638
2683,total_recall,7.2,42,6.8,8,3.3,25031
2684,1002830-body_heat,8,36,8.4,5,3.5,2581
2685,ferris_buellers_day_off,7.4,46,0,4,3.8,77618
2686,year_of_living_dangerously,7.4,25,0,1,3.5,2161
2687,children-of-paradise,9,21,8.6,5,4.4,2292
2688,high_plains_drifter,7.7,23,0,3,3.7,6781
2689,hang_em_high,6.5,14,0,1,3.5,5541
2690,citizens_band,0,4,0,0,0,0
2691,legend_of_drunken_master,7,74,7.1,24,3.6,7905
2692,conformist,8.8,40,8.4,9,4.3,2418
2693,hairspray,7.7,205,8,41,3.9,382832
2694,1003094-brief_encounter,8.1,29,0,3,4.2,3485
2695,1017238-razors_edge,5.4,15,0,1,3.7,879
2696,1058966-red,8.5,40,8.2,10,4.2,9557
2697,,0,0,0,0,0,0
2698,a-time-of-gypsies-dom-za-vesanje,7.1,5,0,2,4.5,2705
2699,days_of_heaven,7.9,36,7.3,7,4.2,4575
2700,le-feu-follet-a-time-to-live-and-a-time-to-die-the-fire-within,7.7,10,0,3,4.3,616
2701,el_amor_brujo,0,2,0,0,0,0
2702,lady_eve,8.6,28,0,4,4.1,2031
2703,sullivans_travels,8.7,29,0,2,4.2,2289
2704,palm_beach_story,8.6,21,0,3,3.9,975
2705,man_facing_southeast,0,4,0,0,0,0
2706,niagara,6.2,10,0,0,0,0
2707,gilda,7.7,15,0,0,0,0
2708,south_pacific,6.7,8,0,0,0,0
2709,flashdance,4.7,34,4.6,5,3.2,16331
2710,indochine,6.3,17,0,2,3.9,1905
2711,dirty_dozen,7.9,21,0,2,3.8,7219
2712,mikes_murder,0,4,0,0,0,0
2713,beatles_the_help,7.3,22,0,2,3.8,5947
2714,goldfinger,8.4,48,7.9,6,3.6,22155
2715,from_russia_with_love,7.9,45,7.8,5,3.6,17619
2716,dr_no,7.6,42,0,4,3.5,19811
2717,blue_lagoon,2.7,17,0,4,2.8,7063
2718,fistful_of_dollars,8.1,35,0,3,3.8,21677
2719,hard_eight,6.9,32,7.1,11,3.7,3180
2720,home_alone_2_lost_in_new_york,3.6,24,0,2,3,41991
2721,penitentiary,0,1,0,0,0,0
2722,penitentiary_2,0,1,0,0,0,0
2723,someone_to_watch_over_me,6.2,17,0,1,3,863
2724,naturally-native,0,0,0,0,0,0
2725,fight_club,7.3,149,5.9,27,4.2,268913
2726,beefcake,5.4,7,0,2,3.4,279
2727,story_of_us,4.5,81,4.1,25,3,5089
2728,fever_pitch,6.2,172,6,38,3,14004
2729,joe_the_king,6,24,5.8,5,3.5,396
2730,julien_donkeyboy,4.6,33,5.4,6,3.6,1576
2731,omega_code,3,24,4.2,6,2.6,796
2732,straight_story,8.1,86,8,26,4,7407
2733,1001572-bad_seed,7.6,15,0,0,0,0
2734,time_bandits,8,36,6.9,5,3.5,9753
2735,man_and_a_woman,6.3,12,0,3,4,1548
2736,fitzcarraldo,7.6,22,0,3,4.3,4213
2737,all_that_jazz,7.4,30,0,4,3.9,3397
2738,red_sorghum,7.6,7,0,1,0,0
2739,crimes_and_misdemeanors,7.9,38,7.3,5,4,6179
2740,vampire_bat,0,4,0,0,0,0
2741,unhitched,0,1,0,0,0,0
2742,bringing_out_the_dead,6.7,105,6.6,25,3.2,7444
2743,crazy_in_alabama,4.5,55,4.7,20,3.1,1384
2744,three_to_tango,4.3,64,4.5,18,2.7,3780
2745,body_shots,4,28,5.5,6,2.5,624
2746,brother_can_you_spare_a_dime,0,0,0,0,0,0
2747,guardian,5.2,143,5.2,34,3.7,58919
2748,ipcress_file,7.7,23,0,3,3.8,1386
2749,on_any_sunday,0,3,0,1,4.4,129
2750,1017712-robocop,7.7,42,7.3,7,3.1,18381
2751,robocop_2,4.5,31,4,5,2.7,9580
2752,who_framed_roger_rabbit,8.3,42,7.7,8,3.5,33318
2753,melvin_and_howard,8.2,16,0,1,3.4,453
2754,for_your_eyes_only,6.2,35,6,5,3.3,10042
2755,licence_to_kill,5.8,35,5.5,8,3.1,12088
2756,live_and_let_die,5.9,36,4.1,6,3.3,13025
2757,rawhead_rex,4.4,5,0,0,0,0
2758,thunderball,7,33,6.2,5,3.4,12807
2759,city_lights,9,37,8.8,8,4.3,7937
2760,1093881-house_on_haunted_hill,4.4,53,3.5,11,2.9,13288
2761,music_of_the_heart,6.6,75,6.1,19,3.5,3231
2762,being_john_malkovich,8,116,7.7,26,3.6,52443
2763,dreaming_of_joseph_lees,4.8,13,0,4,3.5,62
2764,man_of_the_century,6.6,16,5.7,5,3.7,246
2765,princess-mononoke,7.7,83,7.7,24,4.1,44616
2766,suburbans,3,10,0,2,2.5,700
2767,my_best_fiend,7,24,6.8,5,4,1638
2768,train_of_life,6.4,18,0,4,4.3,854
2769,1093976-bachelor,3.5,66,3.4,20,2.5,3470
2770,bone_collector,4.7,84,4.7,23,3.3,26317
2771,inside_man,7.3,195,7.5,40,3.7,84980
2772,american_movie,8.3,46,8.9,7,4,3544
2773,1094041-last_night,7.2,49,7.1,9,3.8,1691
2774,rosetta,7.2,22,8.7,5,3.9,880
2775,they_shoot_horses_dont_they,7.3,23,0,3,3.9,1522
2776,battling_butler,6,5,0,1,3.7,249
2777,bride_of_reanimator,5.2,15,0,3,3.1,1904
2778,bustin_loose,0,4,0,0,0,0
2779,1004502-coma,6.6,21,0,3,3.2,1526
2780,creepshow,6,27,0,4,3.3,6768
2781,creepshow_2,3.7,19,0,4,3,3260
2782,reanimator,7.7,38,0,4,3.6,7434
2783,drugstore_cowboy,8,27,9,6,3.7,4507
2784,falling_down,6.6,44,6.4,8,3.5,19292
2785,funhouse,5.6,12,0,0,0,0
2786,1008166-general,8.9,38,0,4,4.4,3785
2787,1016359-piranha,6.4,22,0,0,0,0
2788,rough_night_in_jericho,0,3,0,1,3.1,322
2789,slaughterhouse_five,7.4,13,0,0,0,0
2790,slaughterhouse_five,7.4,13,0,0,0,0
2791,taming-of-the-shrew1983,0,0,0,0,0,0
2792,1015095-nighthawks,6.2,14,0,2,3.1,1535
2793,yojimbo,8.8,34,8,5,4.4,10522
2794,repo_the_genetic_opera,4.5,54,3.6,14,3.7,8433
2795,omega_man,5.6,32,0,4,3.3,5147
2796,spaceballs,6.3,23,0,1,3.5,54973
2797,robin_hood_prince_of_thieves,5.2,27,0,2,3.4,30722
2798,1014061-mister_roberts,7.5,17,0,0,0,0
2799,quest_for_fire,7,14,0,1,3.5,2238
2800,little_big_man,7.9,25,0,2,3.8,3720
2801,face_in_the_crowd,7.8,21,0,3,4.2,1221
2802,trading_places,7.2,36,6.8,5,3.5,12785
2803,meatballs,6.2,28,0,3,3,3676
2804,meatballs_2,0,0,0,0,0,0
2805,meatballs_3,0,0,0,0,0,0
2806,meatballs_4,0,2,0,0,0,0
2807,dead_again,7.3,37,7,5,3.6,2979
2808,peters_friends,6.3,25,0,2,3.6,1706
2809,incredibly_true_adventures_of_two_girls_in_love,6.5,9,0,3,3.5,1299
2810,,0,0,0,0,0,0
2811,under_the_rainbow,0,4,0,2,3.1,194
2812,how_i_won_the_war,5.7,12,0,4,3.3,537
2813,light_it_up,4.9,47,5.3,17,3.6,1219
2814,anywhere_but_here,6.4,86,6.7,23,3,4760
2815,dogma,6.3,126,5.8,28,3.6,61754
2816,messenger_the_story_of_joan_of_arc,4.5,72,3.4,21,3.1,8110
2817,pokemon-the-first-movie-mewtwo-vs-mew,3.6,75,3.7,22,2.8,10617
2818,felicias_journey,7.4,40,7.8,8,3.4,694
2819,oxygen,6.5,10,0,0,0,0
2820,wheres_marlowe,4.4,11,0,3,3,183
2821,1016397-planet_of_the_apes,7.4,44,5.5,5,3.4,12844
2822,1037024-commitments,7.5,38,6.5,9,3.7,4765
2823,holiday_inn,7.1,20,0,3,4,3215
2824,longest_day,7.5,12,0,0,0,0
2825,1039642-poison_ivy,5,26,4.2,6,2.7,5842
2826,poison_ivy_the_new_seduction,0,3,0,0,0,0
2827,1077642-nothing_to_lose,5.1,23,5.7,5,3.1,5245
2828,tora_tora_tora,6.3,17,0,2,3.6,3254
2829,women_on_the_verge_of_a_nervous_breakdown,7.6,26,0,4,4,6254
2830,verdict,7.8,24,0,3,3.8,2332
2831,the-effect-of-gamma-rays-on-maninthemoon-marigolds,0,0,0,0,0,0
2832,adventures_of_buckaroo_banzai,6.4,34,0,3,3.4,3969
2833,stand_and_deliver,6,14,0,1,3.6,2645
2834,moonstruck,7.7,36,7.3,6,3.4,7943
2835,the-sandpiper2005,0,0,0,0,0,0
2836,jeremiah_johnson,7.1,14,0,2,3.9,3595
2837,repulsion,8.8,44,8.3,6,4,4466
2838,irma_la_douce,7.4,13,0,2,3.7,1630
2839,42_up,7.8,31,7.8,8,4,803
2840,liberty_heights,7.3,45,7.8,11,3.4,1048
2841,1093843-mansfield_park,6.9,66,6.3,18,3.6,6288
2842,sleepy_hollow,6.3,124,6.2,30,3.5,93949
2843,morir_o_no,0,1,0,0,0,0
2844,all_about_my_mother,8,80,8,23,4.2,16912
2845,living_dead_girl,0,2,0,0,0,0
2846,march_of_the_wooden_soldiers,8.4,12,0,2,3.6,865
2847,scrooged,5.8,38,3.8,6,3.3,11201
2848,last_chance_harvey,6.2,146,6.1,27,3.2,14302
2849,bicycle_thief,8.8,47,8.8,7,4.3,8603
2850,matewan,8.3,17,0,0,0,0
2851,kagemusha,7.5,19,0,2,4.2,4005
2852,chushingura,0,1,0,0,0,0
2853,mccabe_and_mrs_miller,8.4,35,6.3,5,4,2372
2854,maurice,7,10,0,1,3.9,2148
2855,grapes_of_wrath,8.9,36,8,5,3.8,4868
2856,1014536-my_man_godfrey,8.4,26,8,6,4.1,1791
2857,shop_around_the_corner,8.4,20,0,4,4.1,3559
2858,natural,7,31,5.8,5,3.7,6978
2859,shampoo,6.1,28,5,5,3.2,1397
2860,river_runs_through_it,6.8,38,7.4,9,3.5,13036
2861,1007141-fatal_attraction,6.8,42,6.7,7,3.2,8130
2862,jagged_edge,6.7,26,6.2,5,3.2,969
2863,stanley_and_iris,4,14,0,4,3.1,683
2864,midnight_run,7.7,26,0,2,3.6,5155
2865,1032970-awakenings,6.7,28,0,1,3.6,10377
2866,come_see_the_paradise,5.5,9,0,2,3.5,180
2867,backdraft,6,39,4.4,7,3.3,17142
2868,fisher_king,7,50,6.8,8,3.6,8960
2869,frozen_river,7.3,125,7.9,26,3.2,9338
2870,north_country,6.7,166,6.8,38,3.5,14739
2871,places_in_the_heart,8,20,0,3,3.7,1290
2872,night_mother,0,1,0,0,0,0
2873,end_of_days,3.7,98,3.3,24,2.8,14087
2874,toy_story,9,73,8.5,17,3.7,102338
2875,10008754-flawless,5.7,90,6,17,3.3,5982
2876,1093854-miss_julie,5.6,21,5.2,6,3.2,300
2877,1084873-ride_with_the_devil,6.2,64,5.9,18,3.3,1734
2878,1093901-tumbleweeds,7,64,7.1,22,3.5,368
2879,bay_of_blood,7.5,9,0,0,0,0
2880,the-distinguished-gentleman,4,14,0,2,2.8,1961
2881,1057462-hitchhiker,7.6,5,0,0,0,0
2882,santa_fe_trail,0,3,0,0,0,0
2883,agnes_browne,5.3,26,5.8,6,3.5,307
2884,1093671-end_of_the_affair,6.6,66,6.5,16,3.6,3227
2885,1093671-end_of_the_affair,6.6,66,6.5,16,3.6,3227
2886,holy_smoke,5.6,73,5.4,22,3,2300
2887,map_of_the_world,6.4,54,6.6,17,3.2,587
2888,sweet_and_lowdown,6.8,59,6.5,16,3.6,3877
2889,bonfire_of_the_vanities,3.8,30,0,2,2.6,3216
2890,broadway_damage,3.5,7,0,1,3,241
2891,1033622-daddy_long_legs,0,1,0,0,0,0
2892,1008437-go_west,6.5,9,0,0,0,0
2893,grand_illusion,9.2,34,0,4,4.3,2864
2894,great_santini,7.8,17,0,1,3.6,592
2895,james_dean_story,0,1,0,0,0,0
2896,,0,0,0,0,0,0
2897,stealing_home,3.4,9,0,1,3.5,936
2898,tarzan_the_fearless,0,1,0,0,0,0
2899,three_ages,7.4,7,0,0,0,0
2900,two_jakes,5.4,16,0,2,2.9,1401
2901,u2_rattle_and_hum,5.7,12,0,0,0,0
2902,1009456-hell_in_the_pacific,6.8,10,0,0,0,0
2903,glass_bottom_boat,5.6,6,0,0,0,0
2904,cradle_will_rock,6.2,66,5.9,14,3.4,1693
2905,deuce_bigalow_male_gigolo,4,73,3.2,18,2.9,18036
2906,green_mile,6.8,128,6.2,32,4.1,124792
2907,cider_house_rules,6.6,109,6.5,25,3.4,9660
2908,1093655-diamonds,4,34,3.8,10,2.7,365
2909,punisher_war_zone,4.2,96,3.7,21,3,29393
2910,bat_whispers,0,4,0,1,3.4,96
2911,last_picture_show,8.6,33,8.5,5,4,3677
2912,,7.5,14,0,1,3.5,2006
2913,1002628-blood_on_the_sun,0,3,0,0,0,0
2914,1093611-anna_and_the_king,5.9,97,5.3,28,3.2,10877
2915,bicentennial_man,4.8,93,4.6,23,3,22610
2916,stuart_little_2,6.9,114,6.9,29,2.7,10893
2917,emperor_and_the_assassin,7.4,34,7.2,5,3.7,1522
2918,fantasia_2000,7,78,5.9,22,3.3,9364
2919,magnolia,7.5,138,6.8,32,3.7,39673
2920,1093905-onegin,5.5,20,0,4,3.6,1473
2921,simpatico,4.6,59,4.3,18,2.4,294
2922,topsyturvy,7.8,83,7.9,19,3.6,1113
2923,1088532-boiling_point,6.8,7,0,1,3.5,702
2924,brenda_starr,0,0,0,0,0,0
2925,carnal_knowledge,7.7,26,0,4,3.5,1350
2926,easy_rider,7.9,37,0,4,3.7,13558
2927,falcon_and_the_snowman,7.3,15,0,1,3.3,1167
2928,room_at_the_top,8.3,10,0,0,0,0
2929,1022299-ulysses,0,2,0,0,0,0
2930,any_given_sunday,5.5,118,5.5,30,3.3,21068
2931,1093579-man_on_the_moon,6.2,117,5.3,31,3.3,15027
2932,galaxy_quest,7.2,111,6.9,27,3,19804
2933,talented_mr_ripley,7.3,125,6.9,31,3.3,18951
2934,next_friday,3.9,62,4.1,21,3.2,25065
2935,1010242-hurricane,0,1,0,0,0,0
2936,angelas_ashes,5.7,84,5.3,26,3.6,4588
2937,play_it_to_the_bone,4,78,3.9,24,2.7,1727
2938,titus,6.5,74,6,21,3.7,4498
2939,mr_death_the_rise_and_fall_of_fred_a_leuchter_jr,8.4,38,9.2,5,3.8,935
2940,third_miracle,6.2,33,7.6,5,3.2,499
2941,1018324-scarface,7.5,50,8,5,4.1,121090
2942,snow_falling_on_cedars,5.2,88,4.6,26,3.4,2061
2943,girl_interrupted,5.7,111,5.1,30,3.5,36814
2944,life_and_times_of_hank_greenberg,7.4,45,7.4,9,3.5,218
2945,my_dog_skip,6.7,80,6.6,24,3.1,5324
2946,1084878-supernova,3.2,60,3.2,18,2.4,3150
2947,1099316-quarry,4.5,5,0,0,0,0
2948,,0,0,0,0,0,0
2949,heavenly_creatures,8.3,41,7.8,9,3.7,8208
2950,way_we_were,6,19,0,3,3.7,5344
2951,tess_of_the_storm_country,0,0,0,0,0,0
2952,stalag_17,8.3,28,8.1,6,4.2,3492
2953,presidio,4.8,13,0,1,3,1838
2954,papillon,7.7,13,0,2,0,0
2955,pal_joey,6.5,7,0,0,0,0
2956,last_detail,7.8,24,0,3,3.9,1988
2957,five_easy_pieces,8.2,30,6.5,5,3.9,4148
2958,even_dwarfs_started_small,7.9,8,0,2,3.8,1310
2959,dead_calm,7.5,21,0,1,3.1,4726
2960,1002993-boys_from_brazil,6.2,26,0,2,3.5,1963
2961,1055755-black_sunday,7.2,15,0,1,3.8,1726
2962,against_all_odds,5.6,9,0,1,3,1230
2963,snows_of_kilimanjaro,0,4,0,0,0,0
2964,national_lampoons_loaded_weapon_1,3.5,22,0,4,2.8,4689
2965,loves_of_carmen,0,1,0,0,0,0
2966,fast_times_at_ridgemont_high,6.7,44,3.9,6,3.5,26337
2967,cry_in_the_dark,6.8,20,0,1,3.3,1554
2968,batman_mask_of_the_phantasm,6.9,23,0,3,3.4,14817
2969,american_flyers,5.5,20,0,3,3.2,1640
2970,voyage_of_the_damned,5.2,5,0,0,0,0
2971,vampyros_lesbos,5.6,6,0,1,3,1298
2972,1019828-star_is_born,7.3,11,0,0,0,0
2973,1037447-poison,7,12,0,1,3.5,529
2974,pacific_heights,5.2,22,0,2,3.1,1624
2975,night-tide,0,0,0,0,0,0
2976,draughtsmans_contract,8,17,0,2,3.9,1191
2977,ucarmen-ekhayelitsha,7.4,20,7.8,7,3.2,1204
2978,zed_and_two_noughts,6.7,19,0,1,4,1255
2979,woman_in_the_dunes,8.7,14,0,1,4.3,1517
2980,down_to_you,3.2,58,2.8,16,2.7,6516
2981,hellhounds_on_my_trail_the_afterlife,0,0,0,0,0,0
2982,1015389-odessa_file,5.7,14,0,2,3.4,663
2983,saphead,0,0,0,0,0,0
2984,seven-chances,8.8,12,0,0,0,0
2985,where_the_buffalo_roam,4.7,12,0,1,3.6,5671
2986,kestrels_eye,6.6,7,0,1,3.2,281
2987,1094646-eye_of_the_beholder,3.4,86,3.1,20,2.7,2529
2988,isnt_she_great,4,60,3.7,22,2.9,563
2989,big_tease,5.7,39,5.7,15,3.2,496
2990,cup,6.9,33,7,7,4,324
2991,santitos1999,6.3,7,0,1,3.3,199
2992,encino_man,3.1,29,2.6,6,2.9,9527
2993,1008623-goodbye_girl,6.5,15,0,1,3.8,1711
2994,i_am_cuba,8.6,31,8.9,7,4.2,1082
2995,1042135-malcolm_x,7.4,51,6.6,9,3.8,11524
2996,sister_act,5.6,18,0,2,3.1,27888
2997,sister_act_2_back_in_the_habit,3,28,3.5,8,3,21141
2998,hand_that_rocks_the_cradle,5.6,32,5.2,6,3.1,4973
2999,1042538-alive,6.4,21,0,3,3.3,5360
3000,agnes_of_god,5.5,17,0,1,3.2,1316
3001,1042193-scent_of_a_woman,7.2,32,0,3,3.7,23625
3002,waynes_world,6.8,45,6.4,7,3.4,45784
3003,waynes_world_2,5.8,42,7.1,7,3.1,24416
3004,for_their_own_good,0,0,0,0,0,0
3005,patriot_games,6,28,3.8,5,3.4,13313
3006,1042108-bodyguard,4.8,24,0,2,2.9,15937
3007,death-becomes-them-the-musical,0,0,0,0,0,0
3008,far_and_away,5.2,21,0,2,3.1,11238
3009,howards_end,8.2,34,9.8,5,3.7,3467
3010,1040379-singles,6.9,40,7.5,8,3.4,4630
3011,twin-peaks-fire-walk-with-me,6.2,50,4.4,5,3.6,10347
3012,white_men_cant_jump,6.3,37,6,7,3,9040
3013,buffy_the_vampire_slayer,4.1,34,3.9,6,2.8,18735
3014,,0,0,0,0,0,0
3015,man_bites_dog,7.3,14,0,1,4.1,6544
3016,el_mariachi,7,25,7.6,5,3.5,11481
3017,stop_or_my_mom_will_shoot,2.5,23,0,4,2.2,5278
3018,1041862-forever_young,5.3,16,0,1,3.1,9230
3019,1038990-cutting_edge,6.1,12,0,3,3.3,6209
3020,1040322-of_mice_and_men,7.9,25,8.9,6,3.5,6505
3021,bad_lieutenant,6.9,38,6.7,10,3.5,4087
3022,scream_3,5.2,94,5.1,23,2.8,28349
3023,single_white_female,5.3,39,4.9,8,2.9,3934
3024,boondock_saints,4,21,0,1,4.2,104281
3025,gun_shy,4.5,42,3.8,10,2.9,1203
3026,gendernauts,0,2,0,0,0,0
3027,gone_baby_gone,7.7,164,7.4,36,3.8,95109
3028,brandon_teena_story,6.2,12,0,2,3.7,649
3029,different_for_girls,5.9,24,6.7,10,3.5,391
3030,minnie_and_moskowitz,7.3,10,0,2,0,0
3031,they-might-be-giants,7.1,9,0,0,0,0
3032,beach,4.4,116,3.9,31,2.9,21479
3033,snow_day,4.2,62,4,20,2.5,4272
3034,the-tigger-movie,5.9,70,5.7,19,3.2,5413
3035,not_one_less,7.6,42,7.8,10,4,1451
3036,big_combo,7,12,0,3,3.5,764
3037,conceiving-ada,6.6,11,0,1,3.2,57
3038,1006438-eaten_alive,4.4,10,0,0,0,0
3039,raining_stones,8,11,0,4,3.9,560
3040,to_sir_with_love,7.1,23,0,4,3.8,4209
3041,1095081-boiler_room,6.4,97,6.7,22,3.4,7689
3042,pitch_black,5.6,100,4.9,26,3.4,39767
3043,whole_nine_yards,5.2,93,5,25,3.2,16066
3044,beautiful_people,6.7,24,7.6,6,3.9,289
3045,black_tar_heroin_the_dark_end_of_the_street,0,0,0,0,0,0
3046,blue_collar_comedy_tour_the_movie,6.8,13,7,8,3.6,6829
3047,1002732-bluebeard,7.6,7,0,0,0,0
3048,,0,0,0,0,0,0
3049,city_lights,9,37,8.8,8,4.3,7937
3050,flamingo_kid,6.8,17,0,4,2.8,700
3051,a-dogs-life,0,0,0,0,0,0
3052,karate_kid,6.9,41,6.9,5,3.3,20688
3053,man_from_laramie,7.6,6,0,0,0,0
3054,national_lampoons_class_reunion,2.4,6,0,0,0,0
3055,big_trees,0,1,0,0,0,0
3056,,0,0,0,0,0,0
3057,reindeer_games,4.2,86,4.4,26,2.5,4918
3058,wonder_boys,7.2,122,7.1,28,3.5,7544
3059,deterrence,5.3,38,5.3,12,3.2,258
3060,judy-berlin,7.1,29,7.8,5,3.4,156
3061,mifune,6.7,30,8,6,3.8,534
3062,3_strikes,2.3,29,2.4,11,3.1,1088
3063,1138933-chain_of_fools,0,0,0,0,0,0
3064,drowning_mona,4.4,75,4.2,23,2.7,2361
3065,next_best_thing,3.6,91,3.3,27,2.6,3665
3066,1095351-1095351-what_planet_are_you_from,5,77,4.1,23,2.5,1064
3067,beyond_the_mat,6.7,65,6.2,18,3.6,1609
3068,ghost_dog_the_way_of_the_samurai,7,91,6.2,25,3.7,11931
3069,year_my_voice_broke,7.1,15,0,4,4.1,242
3070,splendor_in_the_grass,7.2,13,0,0,0,0
3071,my_tutor,0,0,0,0,0,0
3072,legend_of_lobo,0,1,0,0,0,0
3073,killing_of_sister_george,6.5,12,0,1,4,248
3074,key_largo,8.1,26,0,3,0,0
3075,10007131-jaibait,4.3,18,3.9,7,3.7,257
3076,it-happened-here1965,6.9,6,0,1,3.4,278
3077,ill-never-forget-whatsisname,0,1,0,0,0,0
3078,for_all_mankind,8.1,14,0,1,4.1,579
3079,cross_of_iron,6.3,14,0,1,0,0
3080,bride_of_the_monster,3.8,8,0,0,0,0
3081,1002930-born_yesterday,8.1,20,0,2,3.9,1132
3082,,7.4,25,0,3,3.8,2454
3083,1000914-and_god_created_woman,6.2,11,0,1,3,1435
3084,1002611-blood_feast,4.2,11,0,0,0,0
3085,charlie_the_lonesome_cougar,0,1,0,0,0,0
3086,never_cry_wolf,7.7,17,0,4,3.7,962
3087,1015084-night_visitor,0,4,0,1,3,54
3088,1016152-perils_of_pauline,0,0,0,0,0,0
3089,1017123-raisin_in_the_sun,8.1,12,0,1,3.8,1378
3090,two_thousand_maniacs,4.5,13,0,0,0,0
3091,browns-requiem,6,6,0,0,0,0
3092,american_women,5.4,19,0,3,3.1,100
3093,the-last-mission,0,0,0,0,0,0
3094,ninth_gate,4.9,85,4,24,3.2,23993
3095,eastwest,6.6,29,6.3,5,4,588
3096,defending_your_life,7.6,27,0,3,3.6,2592
3097,breaking_away,8.2,33,8.3,5,3.9,2650
3098,hoosiers,7.4,42,7.4,9,3.7,10169
3099,bull_durham,7.9,45,7.9,7,3.4,8264
3100,dog_day_afternoon,8.5,35,6.9,6,4,18531
3101,american_graffiti,8.3,32,0,4,3.6,12630
3102,asphalt_jungle,8.4,25,0,0,0,0
3103,searchers,8.8,41,8.3,5,4,8713
3104,devils_brigade,0,4,0,1,3.5,612
3105,big_country,6.8,9,0,0,0,0
3106,any_number_can_win,0,3,0,0,0,0
3107,nerakhoon,7.6,29,7.7,12,3.6,219
3108,bound_for_glory,7.3,16,0,1,3.6,461
3109,1003086-bridge_at_remagen,0,3,0,0,0,0
3110,buck_and_the_preacher,0,0,0,0,0,0
3111,daughters_of_the_dust,7.2,8,0,2,3.9,285
3112,destination_moon,4.7,9,0,0,0,0
3113,,0,0,0,0,0,0
3114,hangmen_also_die,0,3,0,0,0,0
3115,1089805-ogre,7,9,0,2,3.8,262
3116,beach,4.4,116,3.9,31,2.9,21479
3117,railroaded,0,4,0,0,0,0
3118,taking_of_pelham_one_two_three,8.2,32,7.9,5,3.9,2926
3119,volunteers,4.6,8,0,0,0,0
3120,1037756-jfk,7.5,52,7.1,9,3.7,15334
3121,whos_harry_crumb,3.6,10,0,0,0,0
3122,harry_and_the_hendersons,4.8,17,0,0,0,0
3123,lets_get_harry,0,0,0,0,0,0
3124,shanghai_surprise,2.3,7,0,0,0,0
3125,whos-that-girl,3.2,13,0,1,0,0
3126,shedevil,4.5,17,0,1,2.6,2831
3127,date_with_an_angel,3.4,7,0,2,3.1,926
3128,1002571-blind_date,4.1,22,0,3,2.9,2983
3129,nadine,5,10,0,1,2.8,404
3130,muppet_movie,7.8,37,0,3,3.5,8541
3131,great_muppet_caper,6,17,0,3,3.3,4174
3132,muppets_take_manhattan,6.7,19,0,3,3.3,5077
3133,sesame_street_presents_follow_that_bird,6.1,11,0,1,3.4,1485
3134,were_back_a_dinosaurs_story,4,11,0,4,3.1,2567
3135,baby_secret_of_the_lost_legend,3.5,9,0,1,2.8,986
3136,turtle_diary,7.7,6,0,1,3.7,57
3137,raise_the_titanic,5.2,5,0,1,3,2514
3138,titanic,7.4,97,6.6,29,3.3,464576
3139,1015079-night_to_remember,8.7,9,0,0,0,0
3140,captain_horatio_hornblower,7.3,7,0,0,0,0
3141,carriers_are_waiting,7.4,7,0,1,3.8,198
3142,erin_brockovich,7.3,137,7.3,34,3.5,33256
3143,final_destination,4.6,85,4.4,22,3.4,55113
3144,soft_fruit,6.2,14,5.1,6,3.9,118
3145,the-bear,7.2,11,0,2,3.6,2107
3146,deep_impact,5.7,51,5.9,6,2.9,28624
3147,,0,0,0,0,0,0
3148,1036046-mirror,9.2,6,0,1,4.4,2940
3149,crimson_pirate,7.8,9,0,0,0,0
3150,thelma_and_louise,7.9,44,8.2,9,3.3,16458
