movieID	title	imdbID	year	rottenTomatoesID
2455	The Fly	91064	1986	2238
2456	The Fly II	97368	1989	2239
2457	Running Scared	404390	2006	2240
2458	Armed and Dangerous	90660	1986	2241
2459	The Texas Chainsaw Massacre	324216	2003	2242
2460	The Texas Chainsaw Massacre 2	92076	1986	2243
2461	Leatherface: Texas Chainsaw Massacre III	99994	1990	2244
2462	The Return of the Texas Chainsaw Massacre	110978	1994	2245
2463	Ruthless People	91877	1986	2246
2464	Trick 'r Treat	862856	2007	2247
2465	Deadly Friend	90917	1986	2248
2466	Belizaire the Cajun	90710	1986	2249
2467	Der Name der Rose	91605	1986	2250
2468	Jumpin' Jack Flash	91306	1986	2251
2469	Peggy Sue Got Married	91738	1986	2252
2470	Crocodile Dundee	90555	1986	2253
2471	'Crocodile' Dundee II	92493	1988	2254
2472	Tough Guys Don't Dance	94169	1987	2255
2473	Soul Man	91991	1986	2256
2474	The Color of Money	90863	1986	2257
2475	52 Pick-Up	90567	1986	2258
2476	Heartbreak Ridge	91187	1986	2259
2477	Firewalker	91055	1986	2260
2478	¡Three Amigos!	92086	1986	2261
2479	Gloria	120683	1999	2262
2480	Nettoyage à sec	119773	1997	2263
2481	My Name Is Joe	151691	1998	2264
2482	Still Crazy	149151	1998	2265
2483	El día de la bestia	112922	1995	2266
2485	She's All That	160862	1999	2267
2486	The 24 Hour Woman	138279	1999	2268
2487	"Blood, Guts, Bullets and Octane"	163984	1998	2269
2488	Peeping Tom	54167	1960	2270
2489	Spanish Fly	73407	1976	2271
2490	Payback	120784	1999	2272
2491	Simply Irresistible	145893	1999	2273
2492	20 Dates	138987	1998	2274
2493	Comedian Harmonists	128133	1997	2275
2494	Last Days	403217	2005	2276
2495	La planète sauvage	70544	1973	2277
2496	Blast from the Past	124298	1999	2278
2497	Message in a Bottle	139462	1999	2279
2498	My Favorite Martian	56775	1963	2280
2499	"God Said, 'Ha!'"	119207	1998	2281
2500	Jawbreaker	155776	1999	2282
2501	October Sky	132477	1999	2283
2502	Office Space	151804	1999	2284
2503	Sib	156901	1998	2285
2504	200 Cigarettes	137338	1999	2286
2505	8MM	134273	1999	2287
2506	The Other Sister	123209	1999	2288
2507	Breakfast of Champions	120618	1999	2289
2508	The Break-Up	452594	2006	2290
2509	Eight Days a Week	119054	1997	2291
2510	Just the Ticket	134948	1999	2292
2511	The Long Goodbye	70334	1973	2293
2512	Narayama-bushi kô	84390	1983	2294
2513	Pet Sematary	98084	1989	2295
2514	Pet Sematary II	105128	1992	2296
2515	Children of the Corn II: The Final Sacrifice	106557	1992	2297
2516	Children of the Corn III: Urban Harvest	109415	1995	2298
2517	Christine	85333	1983	2299
2518	Night Shift	84412	1982	2300
2519	House on Haunted Hill	185371	1999	2301
2520	Airport	65377	1970	2302
2521	Airport 1975	71110	1974	2303
2522	Airport '77	75648	1977	2304
2523	Rollercoaster	76636	1977	2305
2524	The Towering Inferno	72308	1974	2306
2525	Albino Alligator	115495	1996	2307
2526	Meteor	79550	1979	2308
2527	Westworld	70909	1973	2309
2528	Logan's Run	74812	1976	2310
2529	Planet of the Apes	63442	1968	2311
2530	Beneath the Planet of the Apes	65462	1970	2312
2531	Battle for the Planet of the Apes	69768	1973	2313
2532	Conquest of the Planet of the Apes	68408	1972	2314
2533	Escape from the Planet of the Apes	67065	1971	2315
2534	Avalanche Alley	289079	2001	2316
2535	10.5	364146	2004	2317
2536	The Concorde... Airport '79	78740	1979	2318
2537	Beyond the Poseidon Adventure	78856	1979	2319
2538	Dancemaker	175550	1998	2320
2539	Analyze This	122933	1999	2321
2540	The Corruptor	142192	1999	2322
2541	Cruel Intentions	139134	1999	2323
2542	"Lock, Stock and Two Smoking Barrels"	120735	1998	2324
2543	Six Ways to Sunday	127288	1997	2325
2544	L'école de la chair	157208	1998	2326
2545	Relax... It's Just Sex	159696	1998	2327
2546	The Deep End of the Ocean	120646	1999	2328
2548	The Rage: Carrie 2	144814	1999	2329
2549	Wing Commander	131646	1999	2330
2550	The Haunting	171363	1999	2331
2551	Dead Ringers	94964	1988	2332
2552	My Boyfriend's Back	107626	1993	2333
2553	Village of the Damned	114852	1995	2334
2554	Children of the Damned	56931	1964	2335
2555	Baby Geniuses	118665	1999	2336
2556	Telling You	120859	1998	2337
2557	Seul contre tous	157016	1998	2338
2558	Forces of Nature	141098	1999	2339
2559	The King and I	49408	1956	2340
2560	Ravenous	129332	1999	2341
2561	True Crime	139668	1999	2342
2562	Bandits	219965	2001	2343
2563	Dangerous Beauty	118892	1998	2344
2565	The King and I	49408	1956	2345
2566	Doug's 1st Movie	187819	1999	2346
2567	Edtv	131369	1999	2347
2568	The Mod Squad	120757	1999	2348
2569	Among Giants	122906	1998	2349
2570	A Walk on the Moon	120613	1999	2350
2571	The Matrix	133093	1999	2351
2572	10 Things I Hate About You	147800	1999	2352
2573	Tango	120274	1998	2353
2574	The Out-of-Towners	129280	1999	2354
2575	La vie rêvée des anges	120449	1998	2355
2576	"Love, etc."	116932	1996	2356
2577	Metroland	119665	1997	2357
2578	The Sticky Fingers of Time	127302	1997	2358
2579	Following	154506	1998	2359
2580	Go	139239	1999	2360
2581	Never Been Kissed	151738	1999	2361
2582	Shuang long hui	105399	1992	2362
2583	Cookie's Fortune	126250	1999	2363
2584	Foolish Wives	13140	1922	2364
2585	Los amantes del Círculo Polar	133363	1998	2365
2586	Goodbye Lover	119219	1998	2366
2587	Waking Life	243017	2001	2367
2589	Friends & Lovers	143261	1999	2368
2590	Hideous Kinky	136244	1998	2369
2591	Jeanne et le garçon formidable	123923	1998	2370
2593	Il mostro	110570	1994	2371
2594	Abre los ojos	125659	1997	2372
2595	Fotoamator	188996	1998	2373
2596	SLC Punk!	133189	1998	2374
2597	Lost & Found	120836	1999	2375
2598	Pushing Tin	120797	1999	2376
2599	Election	126886	1999	2377
2600	eXistenZ	120907	1999	2378
2601	A Little Bit of Soul	119546	1998	2379
2602	Xing xing wang	76164	1977	2380
2603	Revolutionary Road	959337	2008	2381
2604	Let It Come Down: The Life of Paul Bowles	168950	1998	2382
2605	Entrapment	137494	1999	2383
2606	Idle Hands	138510	1999	2384
2607	Get Real	162973	1998	2385
2609	Bian Lian	115669	1996	2386
2610	Three Seasons	138874	1999	2387
2611	The Winslow Boy	155388	1999	2388
2612	Mildred Pierce	37913	1945	2389
2613	Night of the Comet	87799	1984	2390
2614	Chopping Mall	90837	1986	2391
2615	My Science Project	89652	1985	2392
2616	Dick Tracy	99422	1990	2393
2617	The Mummy	120616	1999	2394
2618	The Castle	118826	1997	2395
2619	Mascara	93504	1987	2396
2620	This Is My Father	120865	1998	2397
2621	Tian yu	115005	1998	2398
2622	A Midsummer Night's Dream	140379	1999	2399
2623	Trippin'	160298	1999	2400
2624	Wandâfuru raifu	165078	1998	2401
2625	Hak hap	115693	1996	2402
2626	Edge of Seventeen	138414	1998	2403
2627	The Endurance: Shackleton's Legendary Antarctic Expedition	264578	2000	2404
2628	Star Wars: Episode I - The Phantom Menace	120915	1999	2405
2629	The Love Letter	166252	1999	2406
2630	Besieged	149723	1998	2407
2631	Frogs for Snakes	120680	1998	2408
2632	Rekopis znaleziony w Saragossie	59643	1965	2409
2633	The Mummy	120616	1999	2410
2634	The Mummy	120616	1999	2411
2635	The Mummy's Curse	37098	1944	2412
2636	The Mummy's Ghost	37099	1944	2413
2637	The Mummy's Hand	32818	1940	2414
2638	The Mummy: Tomb of the Dragon Emperor	859163	2008	2415
2639	Mommie Dearest	82766	1981	2416
2640	Superman	78346	1978	2417
2641	Superman II	81573	1980	2418
2642	Superman III	86393	1983	2419
2643	Superman IV: The Quest for Peace	94074	1987	2420
2644	Dracula	21814	1931	2421
2646	House of Dracula	37793	1945	2422
2647	House of Frankenstein	36931	1944	2423
2648	Frankenstein	21884	1931	2424
2649	Son of Frankenstein	31951	1939	2425
2650	The Ghost of Frankenstein	34786	1942	2426
2651	Frankenstein Meets the Wolf Man	35899	1943	2427
2652	The Curse of Frankenstein	50280	1957	2428
2653	Son of Dracula	36376	1943	2429
2654	The Wolf Man	34398	1941	2430
2655	Howling II: Stirba - Werewolf Bitch	89308	1985	2431
2656	Tarantula	48696	1955	2432
2657	The Rocky Horror Picture Show	73629	1975	2433
2659	It Came from Hollywood	84156	1982	2434
2660	The Thing from Another World	44121	1951	2435
2661	It Came from Outer Space	45920	1953	2436
2662	War of the Worlds	407304	2005	2437
2663	It Came from Beneath the Sea	48215	1955	2438
2664	Invasion of the Body Snatchers	49366	1956	2439
2665	Earth vs. the Flying Saucers	49169	1956	2440
2666	It Conquered the World	49370	1956	2441
2667	The Mole People	49516	1956	2442
2668	Swamp Thing	84745	1982	2443
2669	Pork Chop Hill	53183	1959	2444
2670	Run Silent Run Deep	52151	1958	2445
2671	Notting Hill	125439	1999	2446
2672	The Thirteenth Floor	139809	1999	2447
2673	Mia aioniotita kai mia mera	156794	1998	2448
2674	The Loss of Sexual Innocence	126859	1999	2449
2675	The Man with Rain in His Shoes	138590	1998	2450
2676	Instinct	128278	1999	2451
2677	Buena Vista Social Club	186508	1999	2452
2678	Desert Blue	126261	1998	2453
2679	Finding North	124555	1998	2454
2681	Free Enterprise	141105	1998	2455
2682	Limbo	164085	1999	2456
2683	Austin Powers: The Spy Who Shagged Me	145660	1999	2457
2685	Le nain rouge	156820	1998	2458
2686	Le violon rouge	120802	1998	2459
2687	Tarzan	120855	1999	2460
2688	The General's Daughter	144214	1999	2461
2689	Get Smart's Bruce and Lloyd Out of Control	1018723	2008	2462
2690	An Ideal Husband	122541	1999	2463
2691	La leggenda del pianista sull'oceano	120731	1998	2464
2692	Lola rennt	130827	1998	2465
2693	Trekkies	120370	1997	2466
2694	Big Daddy	142342	1999	2467
2695	The Lost Boys	93437	1987	2468
2696	Le dîner de cons	119038	1998	2469
2697	My Son the Fanatic	119743	1997	2470
2699	Arachnophobia	99052	1990	2471
2700	South Park: Bigger Longer & Uncut	158983	1999	2472
2701	Wild Wild West	120891	1999	2473
2702	Summer of Sam	162677	1999	2474
2703	Broken Vessels	149964	1998	2475
2704	Les amants du Pont-Neuf	101318	1991	2476
2705	"Fin août, début septembre"	167925	1998	2477
2706	American Pie	163651	1999	2478
2707	Arlington Road	137363	1999	2479
2708	Conte d'automne	137439	1998	2480
2709	Muppets from Space	158811	1999	2481
2710	The Blair Witch Project	185937	1999	2482
2711	My Life So Far	120899	1999	2483
2712	Eyes Wide Shut	120663	1999	2484
2713	Lake Placid	139414	1999	2485
2714	The Wood	161100	1999	2486
2715	The Velocity of Gary* *(Not His Real Name)	120878	1998	2487
2716	Ghost Busters	87332	1984	2488
2717	Ghostbusters II	97428	1989	2489
2718	Drop Dead Gorgeous	157503	1999	2490
2719	The Haunting	171363	1999	2491
2720	Inspector Gadget	141369	1999	2492
2721	Trick	162710	1999	2493
2722	Deep Blue Sea	149261	1999	2494
2723	Mystery Men	132347	1999	2495
2724	Runaway Bride	163187	1999	2496
2725	Twin Falls Idaho	162830	1999	2497
2726	The Killing	49406	1956	2498
2727	Killer's Kiss	48254	1955	2499
2728	Spartacus	54331	1960	2500
2729	Lolita	56193	1962	2501
2730	Barry Lyndon	72684	1975	2502
2731	Les quatre cents coups	53198	1959	2503
2732	Jules et Jim	55032	1962	2504
2733	Vibes	96378	1988	2505
2734	The Mosquito Coast	91557	1986	2506
2735	The Golden Child	91129	1986	2507
2736	Brighton Beach Memoirs	90774	1986	2508
2737	The Assassination of Jesse James by the Coward Robert Ford	443680	2007	2509
2738	Crimes of the Heart	90886	1986	2510
2739	The Color Purple	88939	1985	2511
2741	No Mercy	91637	1986	2512
2742	Tenue de soirée	92068	1986	2513
2743	Native Son	91613	1986	2514
2744	Otello	256244	1992	2515
2745	The Mission	91530	1986	2516
2746	The Little Shop of Horrors	54033	1960	2517
2747	The Little Shop of Horrors	54033	1960	2518
2748	Allan Quatermain and the Lost City of Gold	92534	1986	2519
2749	The Morning After	91554	1986	2520
2750	Radio Days	93818	1987	2521
2751	From the Hip	93051	1987	2522
2752	Outrageous Fortune	93690	1987	2523
2753	The Bedroom Window	92627	1987	2524
2754	Deadtime Stories	92850	1986	2525
2755	Light of Day	93415	1987	2526
2756	Wanted: Dead or Alive	94293	1986	2527
2757	Frances	83967	1982	2528
2758	Plenty	89816	1985	2529
2759	Dick	144168	1999	2530
2761	The Iron Giant	129167	1999	2531
2762	The Sixth Sense	167404	1999	2532
2763	The Thomas Crown Affair	155267	1999	2533
2764	The Thomas Crown Affair	155267	1999	2534
2765	The Acid House	122515	1998	2535
2766	The Adventures of Sebastian Cole	168449	1998	2536
2767	Illuminata	120709	1998	2537
2768	Stiff Upper Lips	120210	1998	2538
2769	The Whole Ten Yards	327247	2004	2539
2770	Bowfinger	131325	1999	2540
2771	Brokedown Palace	120620	1999	2541
2772	Detroit Rock City	165710	1999	2542
2773	Alice et Martin	176422	1998	2543
2774	Better Than Chocolate	168987	1999	2544
2775	Gegen die Wand	347048	2004	2545
2776	"Marcello Mastroianni: mi ricordo, sì, io mi ricordo"	119614	1997	2546
2777	Cobra	90859	1986	2547
2778	Never Talk to Strangers	113965	1995	2548
2779	Heaven Can Wait	35979	1943	2549
2780	The Raven	57449	1963	2550
2781	The Tingler	53363	1959	2551
2782	Pit and the Pendulum	55304	1961	2552
2783	The Tomb of Ligeia	59821	1964	2553
2784	The Masque of the Red Death	58333	1964	2554
2785	Tales of Terror	56552	1962	2555
2786	Haunted Honeymoon	91178	1986	2556
2787	Cat's Eye	88889	1985	2557
2788	And Now for Something Completely Different	66765	1971	2558
2789	Damien: Omen II	77394	1978	2559
2790	Earth: Final Conflict	123816	1997	2560
2791	Airplane!	80339	1980	2561
2792	Airplane II: The Sequel	83530	1982	2562
2793	An American Werewolf in Paris	118604	1997	2563
2794	European Vacation	89670	1985	2564
2795	Vacation	85995	1983	2565
2796	Funny Farm	95188	1988	2566
2797	Big	94737	1988	2567
2798	Problem Child 2	102719	1991	2568
2799	Problem Child 2	102719	1991	2569
2800	Little Nemo: Adventures in Slumberland	104740	1989	2570
2801	Oscar and Lucinda	119843	1997	2571
2802	Tequila Sunrise	96244	1988	2572
2803	The Pelican Brief	107798	1993	2573
2804	A Christmas Story	85334	1983	2574
2805	Mickey Blue Eyes	130121	1999	2575
2806	Teaching Mrs. Tingle	133046	1999	2576
2807	Universal Soldier: The Return	176269	1999	2577
2808	Universal Soldier	105698	1992	2578
2809	Love Stinks	188863	1999	2579
2810	Perfect Blue	156887	1998	2580
2811	With Friends Like These...	119692	1998	2581
2812	In Too Deep	160401	1999	2582
2813	The Source	181833	1999	2583
2814	The Vampire Bat	24727	1933	2584
2815	Iron Eagle	91278	1986	2585
2816	Iron Eagle II	95382	1988	2586
2817	Aces: Iron Eagle III	103617	1992	2587
2818	Iron Eagle IV	113438	1995	2588
2819	Three Days of the Condor	73802	1975	2589
2820	Hamlet	116477	1996	2590
2821	Male and Female	10418	1919	2591
2822	Medicine Man	104839	1992	2592
2823	"Die Spinnen, 1. Teil - Der Goldene See"	10726	1919	2593
2824	On the Ropes	181733	1999	2594
2825	Ring Around the Rosie	331488	2006	2595
2826	The 13th Warrior	120657	1999	2596
2827	The Astronaut's Wife	138304	1999	2597
2829	The Muse	164108	1999	2598
2830	Bure baruta	169145	1998	2599
2831	A Dog of Flanders	160216	1999	2600
2832	The Lost Son	144286	1999	2601
2833	Lucie Aubrac	119586	1997	2602
2834	"Martha - Meet Frank, Daniel and Laurence"	120747	1998	2603
2835	Chill Factor	163579	1999	2604
2836	Outside Providence	125971	1999	2605
2837	Bedrooms and Hallways	126810	1998	2606
2839	West Beyrouth (À l'abri les enfants)	157183	1998	2607
2840	Stigmata	145531	1999	2608
2841	Stir of Echoes	164181	1999	2609
2842	Best Laid Plans	133412	1999	2610
2843	"Crna macka, beli macor"	118843	1998	2611
2844	The Minus Man	151582	1999	2612
2845	Whiteboyz	178988	1999	2613
2846	Koneko monogatari	97050	1986	2614
2847	Only Angels Have Wings	31762	1939	2615
2848	Othello	114057	1995	2616
2849	Queens Logic	102741	1991	2617
2850	Wayne's World	105793	1992	2618
2851	Saturn 3	79285	1980	2619
2852	A Soldier's Story	88146	1984	2620
2853	Communion	76150	1976	2621
2854	The Forgotten	69994	1973	2622
2855	The Power of Nightmares: The Rise of the Politics of Fear	430484	2004	2623
2856	I Saw What You Did	59297	1965	2624
2857	Yellow Submarine	63823	1968	2625
2858	American Beauty	169547	1999	2626
2859	Stop Making Sense	88178	1984	2627
2860	Blue Streak	181316	1999	2628
2861	For Love of the Game	126916	1999	2629
2862	Caligola	80491	1979	2630
2863	A Hard Day's Night	58182	1964	2631
2864	American Splendor	305206	2003	2632
2865	Sugar Town	173390	1999	2633
2866	The Buddy Holly Story	77280	1978	2634
2867	Fright Night	89175	1985	2635
2868	Fright Night Part 2	97390	1988	2636
2869	La séparation	111342	1994	2637
2870	Barefoot in the Park	61385	1967	2638
2871	Deliverance	68473	1972	2639
2872	Excalibur	82348	1981	2640
2873	Lulu on the Bridge	125879	1998	2641
2874	The Pajama Game	50814	1957	2642
2875	Sommersby	108185	1993	2643
2876	Thumbelina	111419	1994	2644
2877	Tommy	73812	1975	2645
2878	Hell Night	82511	1981	2646
2879	Fei ying gai wak	99558	1991	2647
2880	Long xiong hu di	91431	1987	2648
2881	Double Jeopardy	150377	1999	2649
2882	Jakob the Liar	120716	1999	2650
2883	Mumford	140397	1999	2651
2884	Dog Park	129884	1998	2652
2885	Guinevere	160338	1999	2653
2886	The Adventures of Elmo in Grouchland	159421	1999	2654
2887	Simon Sez	168172	1999	2655
2888	She Drives Me Crazy	1073656	2007	2656
2889	"Mystery, Alaska"	134618	1999	2657
2890	Three Kings	120188	1999	2658
2891	"Happy, Texas"	162360	1999	2659
2892	New Rose Hotel	133122	1998	2660
2893	Plunkett & Macleane	134033	1999	2661
2894	Romance	194314	1999	2662
2895	Napoleon and Samantha	68990	1972	2663
2896	Alvarez Kelly	60095	1966	2664
2897	E la nave va	87188	1983	2665
2898	The Dark Half	106664	1993	2666
2899	Gulliver's Travels	31397	1939	2667
2900	Monkey Shines	95652	1988	2668
2901	Phantasm	79714	1979	2669
2902	American Psycho II: All American Girl	283877	2002	2670
2903	Psycho III	91799	1986	2671
2904	Singin' in the Rain	45152	1952	2672
2905	Tsubaki Sanjûrô	56443	1962	2673
2906	Random Hearts	156934	1999	2674
2907	Superstar	167427	1999	2675
2908	Boys Don't Cry	171804	1999	2676
2910	L'ennui	168740	1998	2677
2911	El abuelo	176415	1998	2678
2912	The Limey	165854	1999	2679
2913	The Mating Habits of the Earthbound Human	165874	1999	2680
2914	The Haunting of Molly Hartley	1045655	2008	2681
2915	Risky Business	86200	1983	2682
2916	Total Recall	100802	1990	2683
2917	Body Heat	82089	1981	2684
2918	Ferris Bueller's Day Off	91042	1986	2685
2919	The Year of Living Dangerously	86617	1982	2686
2920	Les enfants du paradis	37674	1945	2687
2921	High Plains Drifter	68699	1973	2688
2922	Hang 'Em High	61747	1968	2689
2923	Handle with Care	76123	1977	2690
2924	Jui kuen II	111512	1994	2691
2925	Il conformista	65571	1970	2692
2926	Hairspray	427327	2007	2693
2927	Brief Encounter	37558	1945	2694
2928	The Razor's Edge	87980	1984	2695
2929	Trois couleurs: Rouge	111495	1994	2696
2930	Return with Honor	176093	1998	2697
2931	Dom za vesanje	97223	1988	2698
2932	Days of Heaven	77405	1978	2699
2933	Le feu follet	57058	1963	2700
2934	El amor brujo	90636	1986	2701
2935	The Lady Eve	33804	1941	2702
2936	Sullivan's Travels	34240	1941	2703
2937	The Palm Beach Story	35169	1942	2704
2938	Hombre mirando al sudeste	91214	1986	2705
2939	Niagara	46126	1953	2706
2940	Gilda	38559	1946	2707
2941	South Pacific	52225	1958	2708
2942	Flashdance	85549	1983	2709
2943	Indochine	104507	1992	2710
2944	The Dirty Dozen	61578	1967	2711
2945	Mike's Murder	87722	1984	2712
2946	Help!	59260	1965	2713
2947	Goldfinger	58150	1964	2714
2948	From Russia with Love	57076	1963	2715
2949	Dr. No	55928	1962	2716
2950	The Blue Lagoon	80453	1980	2717
2951	Per un pugno di dollari	58461	1964	2718
2952	Sydney	119256	1996	2719
2953	Home Alone 2: Lost in New York	104431	1992	2720
2954	Penitentiary	79709	1979	2721
2955	Penitentiary II	84485	1982	2722
2956	Someone to Watch Over Me	94008	1987	2723
2958	Naturally Native	133117	1998	2724
2959	Fight Club	137523	1999	2725
2960	Beefcake	187712	1998	2726
2961	The Story of Us	160916	1999	2727
2962	Fever Pitch	332047	2005	2728
2963	Joe the King	160672	1999	2729
2964	Julien Donkey-Boy	192194	1999	2730
2965	The Omega Code	203408	1999	2731
2966	The Straight Story	166896	1999	2732
2967	The Bad Seed	48977	1956	2733
2968	Time Bandits	81633	1981	2734
2969	Un homme et une femme	61138	1966	2735
2970	Fitzcarraldo	83946	1982	2736
2971	All That Jazz	78754	1979	2737
2972	Hong gao liang	93206	1987	2738
2973	Crimes and Misdemeanors	97123	1989	2739
2974	The Vampire Bat	24727	1933	2740
2975	The Best Man	430919	2005	2741
2976	Bringing Out the Dead	163988	1999	2742
2977	Crazy in Alabama	142201	1999	2743
2978	Three to Tango	144640	1999	2744
2979	Body Shots	172627	1999	2745
2981	Brother Can You Spare a Dime	72742	1975	2746
2982	The Guardian	406816	2006	2747
2983	The Ipcress File	59319	1965	2748
2984	On Any Sunday	67527	1971	2749
2985	RoboCop	93870	1987	2750
2986	RoboCop 2	100502	1990	2751
2987	Who Framed Roger Rabbit	96438	1988	2752
2988	Melvin and Howard	81150	1980	2753
2989	For Your Eyes Only	82398	1981	2754
2990	Licence to Kill	97742	1989	2755
2991	Live and Let Die	70328	1973	2756
2992	Rawhead Rex	91829	1986	2757
2993	Thunderball	59800	1965	2758
2994	City Lights	21749	1931	2759
2995	House on Haunted Hill	185371	1999	2760
2996	Music of the Heart	166943	1999	2761
2997	Being John Malkovich	120601	1999	2762
2998	Dreaming of Joseph Lees	144178	1999	2763
2999	Man of the Century	138537	1999	2764
3000	Mononoke-hime	119698	1997	2765
3001	The Suburbans	157075	1999	2766
3002	Mein liebster Feind - Klaus Kinski	200849	1999	2767
3003	Train de vie	170705	1998	2768
3004	The Bachelor	120596	1999	2769
3005	The Bone Collector	145681	1999	2770
3006	Inside Man	454848	2006	2771
3007	American Movie	181288	1999	2772
3008	Last Night	156729	1998	2773
3010	Rosetta	200071	1999	2774
3011	"They Shoot Horses, Don't They?"	65088	1969	2775
3012	Battling Butler	16630	1926	2776
3013	Bride of Re-Animator	99180	1990	2777
3014	Bustin' Loose	82121	1981	2778
3015	Coma	77355	1978	2779
3016	Creepshow	83767	1982	2780
3017	Creepshow 2	92796	1987	2781
3018	Re-Animator	89885	1985	2782
3019	Drugstore Cowboy	97240	1989	2783
3020	Falling Down	106856	1993	2784
3021	The Funhouse	82427	1981	2785
3022	The General	17925	1926	2786
3024	Piranha	78087	1978	2787
3025	Rough Night in Jericho	62218	1967	2788
3026	Slaughterhouse-Five	69280	1972	2789
3027	Slaughterhouse-Five	69280	1972	2790
3028	The Taming of the Shrew	61407	1967	2791
3029	Nighthawks	82817	1981	2792
3030	Yôjinbô	55630	1961	2793
3031	Repo! The Genetic Opera	963194	2008	2794
3032	The Omega Man	67525	1971	2795
3033	Spaceballs	94012	1987	2796
3034	Robin Hood: Prince of Thieves	102798	1991	2797
3035	Mister Roberts	48380	1955	2798
3036	La guerre du feu	82484	1981	2799
3037	Little Big Man	65988	1970	2800
3038	A Face in the Crowd	50371	1957	2801
3039	Trading Places	86465	1983	2802
3040	Meatballs	79540	1979	2803
3041	Meatballs Part II	87700	1984	2804
3042	Meatballs III: Summer Job	93516	1986	2805
3043	Meatballs 4	104837	1992	2806
3044	Dead Again	101669	1991	2807
3045	Peter's Friends	105130	1992	2808
3046	The Incredibly True Adventure of Two Girls in Love	113416	1995	2809
3047	Experience Preferred... But Not Essential	83911	1982	2810
3048	Under the Rainbow	83254	1981	2811
3049	How I Won the War	61789	1967	2812
3050	Light It Up	172726	1999	2813
3051	Anywhere But Here	149691	1999	2814
3052	Dogma	120655	1999	2815
3053	Joan of Arc	151137	1999	2816
3054	Pokémon: The First Movie	190641	1999	2817
3055	Felicia's Journey	165773	1999	2818
3056	Oxygen	160620	1999	2819
3057	Where's Marlowe?	118150	1998	2820
3058	Planet of the Apes	63442	1968	2821
3060	The Commitments	101605	1991	2822
3061	Holiday Inn	34862	1942	2823
3062	The Longest Day	56197	1962	2824
3063	Poison Ivy	105156	1992	2825
3064	Poison Ivy: The New Seduction	119908	1997	2826
3065	Nothing to Lose	119807	1997	2827
3066	Tora! Tora! Tora!	66473	1970	2828
3067	Mujeres al borde de un ataque de nervios	95675	1988	2829
3068	The Verdict	84855	1982	2830
3069	The Effect of Gamma Rays on Man-in-the-Moon Marigolds	68528	1972	2831
3070	The Adventures of Buckaroo Banzai Across the 8th Dimension	86856	1984	2832
3071	Stand and Deliver	94027	1988	2833
3072	Moonstruck	93565	1987	2834
3073	The Sandpiper	59674	1965	2835
3074	Jeremiah Johnson	68762	1972	2836
3075	Repulsion	59646	1965	2837
3076	Irma la Douce	57187	1963	2838
3077	42: Forty Two Up	164312	1998	2839
3078	Liberty Heights	165859	1999	2840
3079	Mansfield Park	178737	1999	2841
3081	Sleepy Hollow	162661	1999	2842
3082	The World Is Not Enough	143145	1999	2843
3083	Todo sobre mi madre	185125	1999	2844
3085	La morte vivante	84357	1982	2845
3086	Babes in Toyland	24852	1934	2846
3087	Scrooged	96061	1988	2847
3088	Last Chance Harvey	1046947	2008	2848
3089	Ladri di biciclette	40522	1948	2849
3090	Matewan	93509	1987	2850
3091	Kagemusha	80979	1980	2851
3092	Chûshingura	55850	1962	2852
3093	McCabe & Mrs. Miller	67411	1971	2853
3094	Maurice	93512	1987	2854
3095	The Grapes of Wrath	32551	1940	2855
3096	My Man Godfrey	28010	1936	2856
3097	The Shop Around the Corner	33045	1940	2857
3098	The Natural	87781	1984	2858
3099	Shampoo	73692	1975	2859
3100	A River Runs Through It	105265	1992	2860
3101	Fatal Attraction	93010	1987	2861
3102	Jagged Edge	89360	1985	2862
3103	Stanley & Iris	100680	1989	2863
3104	Midnight Run	95631	1988	2864
3105	Awakenings	99077	1990	2865
3106	Come See the Paradise	99291	1990	2866
3107	Backdraft	101393	1991	2867
3108	The Fisher King	101889	1991	2868
3109	Frozen River	978759	2008	2869
3110	North Country	395972	2005	2870
3111	Places in the Heart	87921	1984	2871
3112	"'night, Mother"	90556	1986	2872
3113	End of Days	146675	1999	2873
3114	Toy Story	114709	1995	2874
3115	Flawless	780516	2007	2875
3116	Miss Julie	189744	1999	2876
3117	Ride with the Devil	134154	1999	2877
3118	Tumbleweeds	161023	1999	2878
3119	Reazione a catena	67656	1971	2879
3120	The Distinguished Gentleman	104114	1992	2880
3121	The Hitch-Hiker	45877	1953	2881
3122	Santa Fe Trail	33021	1940	2882
3124	Agnes Browne	160509	1999	2883
3125	The End of the Affair	172396	1999	2884
3126	The End of the Affair	172396	1999	2885
3127	Holy Smoke	144715	1999	2886
3128	A Map of the World	160513	1999	2887
3129	Sweet and Lowdown	158371	1999	2888
3130	The Bonfire of the Vanities	99165	1990	2889
3131	Broadway Damage	118780	1997	2890
3132	Daddy Long Legs	47969	1955	2891
3133	Go West	32536	1940	2892
3134	La grande illusion	28950	1937	2893
3135	The Great Santini	79239	1979	2894
3136	The James Dean Story	50558	1957	2895
3137	The Sea Wolves	81470	1980	2896
3138	Stealing Home	96171	1988	2897
3139	Tarzan the Fearless	24645	1933	2898
3140	Three Ages	14538	1923	2899
3141	The Two Jakes	100828	1990	2900
3142	U2: Rattle and Hum	96328	1988	2901
3143	Hell in the Pacific	63056	1968	2902
3144	The Glass Bottom Boat	60463	1966	2903
